,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground
0,Сергей Зиновьев,realtor,https://www.cian.ru/rent/flat/307725546/,Москва,rent,flat,16,16,2,53.6,75000,0,Ясенево, Инессы Арманд,3,Новоясеневская
1,ID 620884,realtor,https://www.cian.ru/rent/flat/307721901/,Москва,rent,flat,6,9,2,45.0,65000,0,Ясенево,Литовский бульвар,11К5,Новоясеневская
2,Екатерина Шахова,realtor,https://www.cian.ru/rent/flat/307713703/,Москва,rent,flat,8,9,2,45.0,115000,0,Ясенево,Новоясеневский проспект,40К3,Новоясеневская
3,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307705463/,Москва,rent,flat,8,16,2,55.0,70000,0,Ясенево,Новоясеневский проспект,22К1,Новоясеневская
4,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307629490/,Москва,rent,flat,12,16,2,58.0,78000,0,Ясенево,Соловьиный проезд,18,Новоясеневская
5,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307619132/,Москва,rent,flat,12,16,2,60.0,70000,0,Ясенево,Соловьиный проезд,18,Новоясеневская
6,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307587112/,Москва,rent,flat,8,16,2,54.0,70000,0,Ясенево,Новоясеневский проспект,22К1,Новоясеневская
7,i-deal,real_estate_agent,https://www.cian.ru/rent/flat/307447639/,Москва,rent,flat,13,16,2,55.0,70000,0,Ясенево,Новоясеневский проспект,38К1,Новоясеневская
8,Мой Дом - отделение Добрынинское,real_estate_agent,https://www.cian.ru/rent/flat/307430036/,Москва,rent,flat,3,9,2,46.0,65000,0,Ясенево,Голубинская ,25К1,Новоясеневская
9,ОХОТНЫЙ РЯД офис Тверская,real_estate_agent,https://www.cian.ru/rent/flat/307385538/,Москва,rent,flat,6,16,2,54.4,65000,0,Ясенево,Новоясеневский проспект,32К1,Новоясеневская
10,ID 105645593,homeowner,https://www.cian.ru/rent/flat/307345533/,Москва,rent,flat,4,9,2,49.3,65000,0,Ясенево,Ясногорская ,3,Новоясеневская
11,Наталья Орлюк,realtor,https://www.cian.ru/rent/flat/307217000/,Москва,rent,flat,1,9,2,45.0,55000,0,Ясенево,Литовский бульвар,3К2,Новоясеневская
12,EMPIRE HOME,real_estate_agent,https://www.cian.ru/rent/flat/307043099/,Москва,rent,flat,18,22,2,53.0,85000,0,Ясенево,Ясногорская ,13К2,Новоясеневская
13,ОХОТНЫЙ РЯД офис Тверская,real_estate_agent,https://www.cian.ru/rent/flat/306856941/,Москва,rent,flat,3,16,2,60.0,80000,0,Ясенево,Новоясеневский проспект,32К1,Новоясеневская
14,Елена Качкова,realtor,https://www.cian.ru/rent/flat/306750535/,Москва,rent,flat,11,22,2,60.0,75000,0,Ясенево,Литовский бульвар,5/10,Новоясеневская
15,ID 117940488,homeowner,https://www.cian.ru/rent/flat/306391043/,Москва,rent,flat,8,16,2,54.0,70000,0,Ясенево,Новоясеневский проспект,22К1,Новоясеневская
16,ID 53162893,realtor,https://www.cian.ru/rent/flat/288584519/,Москва,rent,flat,11,16,2,56.0,58000,0,Ясенево, Айвазовского,2,Новоясеневская
17,ID 13505910,homeowner,https://www.cian.ru/rent/flat/304649780/,Москва,rent,flat,7,9,1,33.0,50000,0,Ясенево,Голубинская ,25К2,Новоясеневская
18,ID 72329732,realtor,https://www.cian.ru/rent/flat/305831164/,Москва,rent,flat,8,9,-1,60.0,20000,0,Ясенево,Литовский бульвар,46К2,Новоясеневская
19,ID 460133,realtor,https://www.cian.ru/rent/flat/307339131/,Москва,rent,flat,3,22,1,41.0,60000,0,Ясенево,Ясногорская ,13К1,Новоясеневская
20,ЕГСН Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307572603/,Москва,rent,flat,7,16,2,53.0,60000,0,Теплый Стан, Островитянова,26К1,Коньково
21,Антон Осмелкин,realtor,https://www.cian.ru/rent/flat/299983236/,Москва,rent,flat,8,12,2,40.0,55000,0,Черемушки,Херсонская ,29,Зюзино
22,Евгений Тогобицкий,realtor,https://www.cian.ru/rent/flat/307610601/,Москва,rent,flat,4,5,2,45.6,55000,0,Зюзино,Керченская ,10К4,Зюзино
23,ID 417147,realtor,https://www.cian.ru/rent/flat/279263600/,Москва,rent,flat,22,22,1,39.0,60000,0,Коньково, Введенского,26,Беляево
